FRA;2016;TCA6500;C110017;401;10000000;3374.98;3374.98;3374.98;3374.98;2531.24;3374.98;3374.98;1687.49;3374.98;3374.98;3374.98;2531.24;41;41;41;41;31;41;41;21;41;41;41;31;EUR;20160203
FRA;2016;TCA6500;ZB16REN000;102;10000000;749.91;749.91;749.91;749.91;562.43;749.91;749.91;374.95;749.91;749.91;749.91;562.43;9;9;9;9;7;9;9;5;9;9;9;7;EUR;20160203
FRA;2016;TCA6500;ZB16REN001;102;10000000;3749.54;3749.54;3749.54;3749.54;2812.15;3749.54;3749.54;1874.77;3749.54;3749.54;3749.54;2812.15;46;46;46;46;34;46;46;23;46;46;46;34;EUR;20160203
FRA;2016;TCA6500;C110015;401;10000000;2362.49;2362.49;2362.49;2362.49;1771.87;2362.49;2362.49;1181.24;2362.49;2362.49;2362.49;1771.87;29;29;29;29;22;29;29;14;29;29;29;22;EUR;20160203
FRA;2016;TCA6500;C110014;401;10000000;337.5;337.5;337.5;337.5;253.12;337.5;337.5;168.75;337.5;337.5;337.5;253.12;4;4;4;4;3;4;4;2;4;4;4;3;EUR;20160203
FRA;2016;TCA6500;C110018;401;10000000;2024.99;2024.99;2024.99;2024.99;1518.74;2024.99;2024.99;1012.5;2024.99;2024.99;2024.99;1518.74;25;25;25;25;19;25;25;12;25;25;25;19;EUR;20160203
FRA;2016;TCA6500;C110013;401;10000000;540;540;540;540;405;540;540;270;540;540;540;405;7;7;7;7;5;7;7;3;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;C110012;401;10000000;2699.99;2699.99;2699.99;2699.99;2024.99;2699.99;2699.99;1349.99;2699.99;2699.99;2699.99;2024.99;33;33;33;33;25;33;33;16;33;33;33;25;EUR;20160203
FRA;2016;TCA6500;C130583;401;10000000;6620.18;6620.18;6620.18;6620.18;4965.13;6620.18;6620.18;3310.09;6620.18;6620.18;6620.18;4965.13;81;81;81;81;61;81;81;40;81;81;81;61;EUR;20160203
FRA;2016;TCA6500;C130582;401;10000000;15841.14;15841.14;15841.14;15841.14;11880.85;15841.14;15841.14;7920.57;15841.14;15841.14;15841.14;11880.85;193;193;193;193;145;193;193;97;193;193;193;145;EUR;20160203
FRA;2016;TCA6500;C130760;401;10000000;3989.23;3989.23;3989.23;3989.23;2991.92;3989.23;3989.23;1994.62;3989.23;3989.23;3989.23;2991.92;49;49;49;49;36;49;49;24;49;49;49;36;EUR;20160203
FRA;2016;TCA6500;C120601;401;10000000;675;675;675;675;506.25;675;675;337.5;675;675;675;506.25;8;8;8;8;6;8;8;4;8;8;8;6;EUR;20160203
FRA;2016;TCA6500;C070150;401;10000000;1349.99;1349.99;1349.99;1349.99;1012.5;1349.99;1349.99;675;1349.99;1349.99;1349.99;1012.5;16;16;16;16;12;16;16;8;16;16;16;12;EUR;20160203
FRA;2016;TCA6500;C120601;700;10000000;581.29;581.29;581.29;581.29;435.97;581.29;581.29;290.65;581.29;581.29;581.29;435.97;7;7;7;7;5;7;7;4;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;C100212;700;10000000;581.29;581.29;581.29;581.29;435.97;581.29;581.29;290.65;581.29;581.29;581.29;435.97;7;7;7;7;5;7;7;4;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;C090311;700;10000000;581.29;581.29;581.29;581.29;435.97;581.29;581.29;290.65;581.29;581.29;581.29;435.97;7;7;7;7;5;7;7;4;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;C120030;700;10000000;581.29;581.29;581.29;581.29;435.97;581.29;581.29;290.65;581.29;581.29;581.29;435.97;7;7;7;7;5;7;7;4;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;C110014;700;10000000;871.94;871.94;871.94;871.94;653.95;871.94;871.94;435.97;871.94;871.94;871.94;653.95;11;11;11;11;8;11;11;5;11;11;11;8;EUR;20160203
FRA;2016;TCA6500;C110018;700;10000000;581.29;581.29;581.29;581.29;435.97;581.29;581.29;290.65;581.29;581.29;581.29;435.97;7;7;7;7;5;7;7;4;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;C110013;700;10000000;871.94;871.94;871.94;871.94;653.95;871.94;871.94;435.97;871.94;871.94;871.94;653.95;11;11;11;11;8;11;11;5;11;11;11;8;EUR;20160203
FRA;2016;TCA6500;C110011;700;10000000;871.94;871.94;871.94;871.94;653.95;871.94;871.94;435.97;871.94;871.94;871.94;653.95;11;11;11;11;8;11;11;5;11;11;11;8;EUR;20160203
FRA;2016;TCA6500;C100311;700;10000000;290.65;290.65;290.65;290.65;217.98;290.65;290.65;145.32;290.65;290.65;290.65;217.98;4;4;4;4;3;4;4;2;4;4;4;3;EUR;20160203
FRA;2016;TCA6500;C100410;700;10000000;1162.58;1162.58;1162.58;1162.58;871.94;1162.58;1162.58;581.29;1162.58;1162.58;1162.58;871.94;14;14;14;14;11;14;14;7;14;14;14;11;EUR;20160203
FRA;2016;TCA6500;C051080;700;10000000;1162.58;1162.58;1162.58;1162.58;871.94;1162.58;1162.58;581.29;1162.58;1162.58;1162.58;871.94;14;14;14;14;11;14;14;7;14;14;14;11;EUR;20160203
FRA;2016;TCA6500;C090214;700;10000000;290.65;290.65;290.65;290.65;217.98;290.65;290.65;145.32;290.65;290.65;290.65;217.98;4;4;4;4;3;4;4;2;4;4;4;3;EUR;20160203
FRA;2016;TCA6500;C090211;700;10000000;581.29;581.29;581.29;581.29;435.97;581.29;581.29;290.65;581.29;581.29;581.29;435.97;7;7;7;7;5;7;7;4;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;C090213;700;10000000;581.29;581.29;581.29;581.29;435.97;581.29;581.29;290.65;581.29;581.29;581.29;435.97;7;7;7;7;5;7;7;4;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;C080261;700;10000000;290.65;290.65;290.65;290.65;217.98;290.65;290.65;145.32;290.65;290.65;290.65;217.98;4;4;4;4;3;4;4;2;4;4;4;3;EUR;20160203
FRA;2016;TCA6500;C051160;700;10000000;581.29;581.29;581.29;581.29;435.97;581.29;581.29;290.65;581.29;581.29;581.29;435.97;7;7;7;7;5;7;7;4;7;7;7;5;EUR;20160203
FRA;2016;TCA6500;ZB16BD006;000;10000000;3405.11;3405.11;3405.11;3405.11;2553.83;3405.11;3405.11;1702.56;3405.11;3405.11;3405.11;2553.83;42;42;42;42;31;42;42;21;42;42;42;31;EUR;20160203
FRA;2016;TCA6500;C150290;401;10000000;10799.95;10799.95;10799.95;10799.95;8099.96;10799.95;10799.95;5399.98;10799.95;10799.95;10799.95;8099.96;132;132;132;132;99;132;132;66;132;132;132;99;EUR;20160203
FRA;2016;TCA6500;ZB16TOY004;102;10000000;468.69;468.69;468.69;468.69;351.52;468.69;468.69;234.35;468.69;468.69;468.69;351.52;6;6;6;6;4;6;6;3;6;6;6;4;EUR;20160203
FRA;2016;TCA6500;ZB16TOY000;102;10000000;468.69;468.69;468.69;468.69;351.52;468.69;468.69;234.35;468.69;468.69;468.69;351.52;6;6;6;6;4;6;6;3;6;6;6;4;EUR;20160203
FRA;2016;TCA6500;C150030;102;10000000;468.69;468.69;468.69;468.69;351.52;468.69;468.69;234.35;468.69;468.69;468.69;351.52;6;6;6;6;4;6;6;3;6;6;6;4;EUR;20160203
FRA;2016;TCA6500;ZB16PCA000;102;10000000;468.69;468.69;468.69;468.69;351.52;468.69;468.69;234.35;468.69;468.69;468.69;351.52;6;6;6;6;4;6;6;3;6;6;6;4;EUR;20160203
FRA;2016;TCA6500;ZB16PCA001;102;10000000;374.95;374.95;374.95;374.95;281.22;374.95;374.95;187.48;374.95;374.95;374.95;281.22;5;5;5;5;3;5;5;2;5;5;5;3;EUR;20160203
FRA;2016;TCA6500;ZB16PCA002;102;10000000;937.38;937.38;937.38;937.38;703.04;937.38;937.38;468.69;937.38;937.38;937.38;703.04;11;11;11;11;9;11;11;6;11;11;11;9;EUR;20160203
FRA;2016;TCA6500;ZB16PCA001;501;10000000;3374.98;3374.98;3374.98;3374.98;2531.24;3374.98;3374.98;1687.49;3374.98;3374.98;3374.98;2531.24;41;41;41;41;31;41;41;21;41;41;41;31;EUR;20160203
FRA;2016;TCA6500;ZB16TOY004;501;10000000;675;675;675;675;506.25;675;675;337.5;675;675;675;506.25;8;8;8;8;6;8;8;4;8;8;8;6;EUR;20160203
FRA;2016;TCA6500;ZB16TOY000;501;10000000;675;675;675;675;506.25;675;675;337.5;675;675;675;506.25;8;8;8;8;6;8;8;4;8;8;8;6;EUR;20160203
FRA;2016;TCA6500;ZB16TOY006;501;10000000;1349.99;1349.99;1349.99;1349.99;1012.5;1349.99;1349.99;675;1349.99;1349.99;1349.99;1012.5;16;16;16;16;12;16;16;8;16;16;16;12;EUR;20160203
FRA;2016;TCA6500;C150140;501;10000000;3165.74;3165.74;3165.74;3165.74;2374.3;3165.74;3165.74;1582.87;3165.74;3165.74;3165.74;2374.3;39;39;39;39;29;39;39;19;39;39;39;29;EUR;20160203
FRA;2016;TCA6500;C150200;501;10000000;6736.47;6736.47;6736.47;6736.47;5052.35;6736.47;6736.47;3368.23;6736.47;6736.47;6736.47;5052.35;82;82;82;82;62;82;82;41;82;82;82;62;EUR;20160203
FRA;2016;TCA6500;C130630;501;10000000;1862.99;1862.99;1862.99;1862.99;1397.24;1862.99;1862.99;931.5;1862.99;1862.99;1862.99;1397.24;23;23;23;23;17;23;23;11;23;23;23;17;EUR;20160203
FRA;2016;TCA6500;C130631;501;10000000;3300.74;3300.74;3300.74;3300.74;2475.55;3300.74;3300.74;1650.37;3300.74;3300.74;3300.74;2475.55;40;40;40;40;30;40;40;20;40;40;40;30;EUR;20160203
